date,day_of_week,hour,meal_period,weather,promo_active,guests,servers_on_shift,kitchen_staff,wait_time_minutes,table_turn_time,avg_ticket,revenue,customer_satisfaction,complaints
2025-04-18,Friday,13,Lunch,Sunny,1,65,10,4,21.9,70.9,27.59,1812.32,3.3,2
2025-04-17,Thursday,12,Lunch,Rainy,0,41,5,3,21.7,69.1,25.38,1182.04,3.4,1
2025-05-06,Tuesday,19,Dinner,Sunny,0,50,10,3,27.6,82.7,24.5,1360.18,3.5,0
2025-03-13,Thursday,11,Lunch,Sunny,1,39,6,3,25.0,86.7,26.05,819.78,3.2,1
2025-06-26,Thursday,18,Dinner,Cloudy,1,46,9,3,29.2,81.0,16.25,691.17,3.3,0
2025-02-25,Tuesday,20,Dinner,Sunny,0,41,4,3,18.1,80.9,23.28,838.86,4.4,0
2025-04-24,Thursday,14,Lunch,Sunny,0,30,4,2,29.6,68.4,25.16,705.82,2.6,1
2025-04-03,Thursday,12,Lunch,Sunny,0,39,5,2,27.4,75.3,22.77,660.96,3.4,3
2025-06-25,Wednesday,18,Dinner,Cloudy,0,42,6,4,21.2,74.1,24.9,886.3,4.0,0
2025-05-20,Tuesday,18,Dinner,Sunny,1,34,6,2,20.7,73.7,12.66,607.67,3.4,1
2025-01-16,Thursday,19,Dinner,Sunny,1,23,3,2,25.3,86.9,27.27,832.04,3.3,4
2025-03-12,Wednesday,14,Lunch,Sunny,1,40,6,2,22.9,76.0,17.26,759.56,3.6,0
2025-02-01,Saturday,20,Dinner,Sunny,0,53,8,2,24.6,76.8,24.97,1162.45,3.2,2
2025-01-24,Friday,14,Lunch,Cloudy,1,20,4,2,17.0,57.3,22.6,331.95,3.7,1
2025-06-14,Saturday,11,Lunch,Sunny,1,41,7,5,19.3,57.5,22.69,692.41,3.8,0
2025-01-13,Monday,18,Dinner,Sunny,1,47,7,4,28.6,98.4,18.68,933.72,2.6,1
2025-03-04,Tuesday,13,Lunch,Sunny,0,21,3,2,29.5,93.2,30.72,652.1,3.5,0
2025-05-25,Sunday,14,Lunch,Cloudy,0,38,4,2,32.1,86.4,28.26,1071.56,2.5,0
2025-01-18,Saturday,21,Dinner,Sunny,0,42,8,2,18.9,69.2,18.43,797.02,3.5,1
2025-02-23,Sunday,14,Lunch,Cloudy,0,39,6,2,16.7,69.8,22.83,536.72,3.4,1
2025-03-01,Saturday,18,Dinner,Cloudy,0,37,6,2,26.8,85.6,17.18,630.86,3.6,1
2025-02-07,Friday,11,Lunch,Sunny,1,63,10,6,27.9,79.7,15.83,895.72,2.9,1
2025-03-12,Wednesday,13,Lunch,Rainy,0,44,6,3,21.0,80.1,18.03,937.1,3.6,0
2025-02-03,Monday,21,Dinner,Sunny,0,31,4,2,32.4,75.8,23.65,957.4,2.3,1
2025-03-06,Thursday,13,Lunch,Sunny,0,38,9,4,24.8,83.8,16.57,688.9,3.8,0
2025-01-29,Wednesday,11,Lunch,Sunny,1,34,5,4,17.1,87.6,20.78,797.08,3.9,0
2025-02-03,Monday,11,Lunch,Cloudy,0,30,5,3,18.6,61.2,31.18,785.82,3.3,1
2025-04-02,Wednesday,14,Lunch,Rainy,0,40,6,4,11.3,77.9,19.64,991.44,4.3,1
2025-05-31,Saturday,18,Dinner,Cloudy,1,42,6,3,23.5,85.1,12.61,486.12,3.1,1
2025-01-05,Sunday,13,Lunch,Sunny,0,27,5,2,20.6,89.7,26.98,863.8,3.4,0
2025-03-09,Sunday,11,Lunch,Sunny,0,40,6,4,25.5,86.8,29.43,1312.58,2.8,2
2025-02-02,Sunday,19,Dinner,Sunny,1,51,7,3,37.5,81.7,17.16,675.19,2.1,3
2025-05-15,Thursday,12,Lunch,Cloudy,0,38,6,2,23.0,90.3,23.66,900.96,4.1,1
2025-01-17,Friday,20,Dinner,Cloudy,1,38,7,3,19.5,76.7,23.14,1285.87,3.9,2
2025-04-25,Friday,18,Dinner,Rainy,1,44,7,4,31.4,89.3,25.31,1126.68,2.4,4
2025-05-12,Monday,12,Lunch,Sunny,0,42,8,4,15.6,79.2,28.87,1208.0,5.0,2
2025-04-26,Saturday,21,Dinner,Rainy,0,22,4,2,22.9,81.1,20.45,502.12,3.9,1
2025-02-26,Wednesday,11,Lunch,Cloudy,0,32,6,2,17.9,75.4,15.36,594.78,3.9,3
2025-06-18,Wednesday,21,Dinner,Sunny,0,33,4,2,17.1,76.2,24.81,620.19,4.4,1
2025-03-19,Wednesday,20,Dinner,Cloudy,0,26,5,2,18.7,80.2,27.19,559.07,4.1,0
2025-06-14,Saturday,11,Lunch,Cloudy,1,62,10,4,26.7,79.5,23.34,1406.54,3.3,2
2025-01-16,Thursday,20,Dinner,Sunny,0,26,3,2,26.4,88.7,25.59,1012.03,3.2,4
2025-04-13,Sunday,19,Dinner,Sunny,0,26,3,2,35.0,83.5,24.44,716.64,2.3,1
2025-06-25,Wednesday,12,Lunch,Cloudy,0,26,6,2,13.0,67.7,21.16,397.52,4.5,1
2025-05-06,Tuesday,20,Dinner,Cloudy,0,43,10,2,35.1,83.2,20.63,936.15,2.4,0
2025-01-19,Sunday,12,Lunch,Rainy,1,41,6,2,24.5,68.8,14.04,333.79,3.7,3
2025-03-24,Monday,13,Lunch,Sunny,0,32,6,2,12.0,70.7,23.64,736.68,4.4,0
2025-01-17,Friday,13,Lunch,Sunny,0,48,6,5,22.6,79.2,21.89,1166.65,3.8,3
2025-03-12,Wednesday,21,Dinner,Cloudy,0,32,4,2,27.7,92.1,27.68,697.28,3.7,2
2025-03-25,Tuesday,19,Dinner,Sunny,1,39,5,4,24.5,69.0,22.47,862.88,3.6,1
2025-06-02,Monday,21,Dinner,Cloudy,0,10,3,2,17.4,71.5,20.8,250.0,4.4,1
2025-03-17,Monday,20,Dinner,Rainy,1,49,8,5,20.8,72.2,20.59,1057.54,4.4,1
2025-05-10,Saturday,19,Dinner,Cloudy,1,60,11,4,22.0,75.0,16.45,1033.86,4.1,1
2025-01-26,Sunday,12,Lunch,Sunny,1,25,4,2,28.7,74.1,18.93,250.0,3.1,0
2025-06-17,Tuesday,21,Dinner,Sunny,0,34,7,3,16.3,76.5,21.59,782.77,4.1,0
2025-02-25,Tuesday,19,Dinner,Rainy,0,33,6,3,14.6,69.3,22.81,883.0,4.8,1
2025-04-26,Saturday,14,Lunch,Sunny,1,69,10,6,33.4,85.5,24.82,1592.37,2.1,0
2025-04-16,Wednesday,18,Dinner,Cloudy,0,27,3,4,26.5,61.8,20.74,288.18,2.9,1
2025-04-27,Sunday,19,Dinner,Cloudy,0,18,3,2,28.5,93.4,26.14,421.53,3.9,1
2025-04-17,Thursday,12,Lunch,Cloudy,0,32,5,2,28.2,89.5,26.16,742.74,2.8,1
2025-03-22,Saturday,19,Dinner,Sunny,0,40,6,2,26.8,81.7,21.85,901.45,2.8,3
2025-03-22,Saturday,17,Dinner,Cloudy,0,56,10,4,20.2,84.7,25.7,1346.45,3.3,1
2025-04-06,Sunday,13,Lunch,Rainy,0,33,6,2,28.0,77.6,26.11,642.82,3.2,1
2025-06-25,Wednesday,20,Dinner,Sunny,1,47,7,2,34.1,81.5,18.53,1043.94,2.9,3
2025-01-18,Saturday,12,Lunch,Sunny,0,40,4,2,18.8,76.0,26.28,1217.22,3.9,1
2025-01-22,Wednesday,12,Lunch,Sunny,0,26,4,2,24.5,77.8,23.04,770.08,2.9,3
2025-04-21,Monday,12,Lunch,Sunny,1,51,7,4,29.5,87.4,20.29,805.25,3.0,1
2025-04-06,Sunday,13,Lunch,Cloudy,0,28,3,2,23.7,87.9,22.9,735.35,4.1,0
2025-05-23,Friday,11,Lunch,Cloudy,0,38,7,2,17.5,66.6,23.81,988.04,3.9,1
2025-05-31,Saturday,21,Dinner,Rainy,0,66,10,4,25.4,78.2,28.1,1733.37,3.2,5
2025-05-24,Saturday,18,Dinner,Sunny,1,65,9,3,37.0,94.6,21.4,1191.8,2.2,5
2025-06-21,Saturday,12,Lunch,Rainy,1,44,7,5,24.2,74.4,21.22,1186.59,3.4,1
2025-04-16,Wednesday,18,Dinner,Sunny,0,57,9,4,31.6,95.3,24.61,1331.62,2.6,3
2025-06-20,Friday,19,Dinner,Sunny,0,52,7,4,34.7,76.9,27.4,1323.47,2.5,1
2025-01-14,Tuesday,17,Dinner,Rainy,0,39,6,2,28.7,81.7,17.45,546.68,1.8,2
2025-06-03,Tuesday,17,Dinner,Rainy,1,38,7,2,30.6,75.6,21.86,804.6,3.2,1
2025-04-01,Tuesday,12,Lunch,Sunny,0,68,12,5,16.7,60.0,18.9,1302.44,4.5,2
2025-05-28,Wednesday,21,Dinner,Sunny,1,25,3,2,21.3,67.5,16.97,536.48,3.6,1
2025-02-24,Monday,13,Lunch,Sunny,0,40,6,2,25.0,69.9,16.4,766.41,3.7,1
2025-06-18,Wednesday,20,Dinner,Cloudy,1,36,5,2,15.3,79.1,29.78,1429.6,3.9,1
2025-02-27,Thursday,12,Lunch,Cloudy,0,42,7,2,16.1,78.3,28.87,1231.81,3.7,1
2025-03-31,Monday,21,Dinner,Sunny,0,25,4,3,24.4,81.9,23.75,676.43,3.3,1
2025-04-05,Saturday,12,Lunch,Sunny,0,59,7,6,25.9,72.8,23.1,1298.57,3.6,1
2025-03-13,Thursday,14,Lunch,Rainy,0,37,6,3,21.7,92.1,27.89,960.38,3.9,2
2025-04-20,Sunday,21,Dinner,Rainy,1,39,6,3,22.8,99.3,17.67,738.99,3.3,2
2025-06-09,Monday,21,Dinner,Sunny,1,46,8,5,22.3,67.3,19.91,748.65,3.4,0
2025-01-07,Tuesday,17,Dinner,Cloudy,1,50,8,4,36.0,83.5,17.09,488.39,2.2,1
2025-01-08,Wednesday,13,Lunch,Cloudy,1,40,6,3,23.6,89.1,22.95,1162.52,3.6,0
2025-03-11,Tuesday,17,Dinner,Sunny,0,34,6,3,25.6,84.3,16.54,553.22,3.7,1
2025-03-28,Friday,18,Dinner,Sunny,1,57,9,5,24.8,89.1,19.85,785.6,4.0,2
2025-01-02,Thursday,13,Lunch,Rainy,0,19,3,2,23.0,78.3,23.37,361.54,3.3,0
2025-02-06,Thursday,19,Dinner,Cloudy,1,30,5,2,13.6,69.7,28.04,565.87,4.4,0
2025-01-18,Saturday,13,Lunch,Rainy,0,30,5,2,22.6,82.6,19.82,804.51,3.4,0
2025-06-12,Thursday,11,Lunch,Rainy,0,16,4,2,28.9,86.2,23.57,250.0,3.2,2
2025-01-24,Friday,21,Dinner,Sunny,0,43,6,4,27.8,81.9,19.54,1078.65,2.8,0
2025-02-25,Tuesday,19,Dinner,Cloudy,0,13,3,2,10.6,81.7,25.6,250.0,3.7,0
2025-04-18,Friday,20,Dinner,Sunny,1,52,8,2,38.4,85.5,18.96,787.19,2.9,1
2025-03-29,Saturday,13,Lunch,Sunny,1,60,11,4,25.3,72.3,23.43,1587.15,2.6,2
2025-04-05,Saturday,17,Dinner,Cloudy,0,55,8,3,28.4,87.3,26.41,1453.29,3.5,0
2025-03-25,Tuesday,12,Lunch,Sunny,0,44,6,4,19.8,85.9,22.07,1001.38,3.5,1
2025-01-14,Tuesday,13,Lunch,Cloudy,0,24,5,2,16.2,63.2,24.92,805.56,4.4,0
2025-02-10,Monday,11,Lunch,Rainy,1,45,8,3,17.5,80.6,22.84,1086.34,3.5,1
2025-06-22,Sunday,12,Lunch,Rainy,1,22,3,2,18.6,76.5,14.16,382.11,3.9,2
2025-03-11,Tuesday,20,Dinner,Rainy,0,37,7,3,9.5,70.8,27.92,1112.16,4.5,1
2025-06-19,Thursday,19,Dinner,Rainy,0,12,3,2,18.1,68.0,13.98,250.0,3.9,1
2025-05-05,Monday,20,Dinner,Rainy,0,23,5,2,16.7,73.3,28.82,417.4,4.7,0
2025-04-17,Thursday,17,Dinner,Sunny,1,44,8,2,21.0,75.1,23.58,1240.43,3.8,2
2025-02-25,Tuesday,21,Dinner,Sunny,0,30,5,2,21.9,78.0,19.09,348.12,3.8,2
2025-01-30,Thursday,18,Dinner,Sunny,1,48,7,5,15.7,70.1,18.11,876.66,3.9,1
2025-04-21,Monday,12,Lunch,Sunny,0,30,5,2,26.2,78.5,27.21,892.07,4.0,2
2025-03-14,Friday,20,Dinner,Sunny,0,47,6,2,29.5,87.2,22.45,1172.18,2.6,4
2025-05-15,Thursday,17,Dinner,Cloudy,1,52,8,2,27.4,91.6,24.87,1456.93,3.2,3
2025-01-12,Sunday,14,Lunch,Cloudy,0,37,5,2,24.5,80.9,24.88,975.01,3.7,1
2025-04-12,Saturday,11,Lunch,Cloudy,1,58,9,5,29.8,88.3,21.12,786.55,2.6,1
2025-01-02,Thursday,14,Lunch,Sunny,1,51,9,4,30.2,82.0,21.12,1148.03,2.8,3
2025-03-19,Wednesday,14,Lunch,Sunny,0,38,5,4,14.1,81.2,26.28,1016.34,3.2,1
2025-02-05,Wednesday,17,Dinner,Rainy,0,29,4,2,28.2,76.7,21.41,460.42,2.5,2
2025-03-16,Sunday,18,Dinner,Rainy,0,50,7,4,22.0,62.6,21.76,1220.16,3.7,2
2025-01-31,Friday,11,Lunch,Rainy,1,61,9,5,23.1,81.2,24.63,1781.05,2.8,4
2025-05-08,Thursday,19,Dinner,Cloudy,0,49,6,3,31.3,93.0,22.31,982.99,3.3,2
2025-02-14,Friday,13,Lunch,Sunny,0,47,8,3,32.8,91.9,21.47,770.22,3.3,2
2025-04-08,Tuesday,21,Dinner,Rainy,0,42,8,2,16.7,79.0,25.54,1132.71,3.1,0
2025-02-28,Friday,21,Dinner,Sunny,0,46,7,4,23.2,96.0,27.65,1277.72,3.5,0
2025-05-24,Saturday,18,Dinner,Cloudy,1,56,10,4,25.5,69.4,16.34,992.5,2.8,0
2025-01-19,Sunday,19,Dinner,Sunny,1,41,4,4,17.0,78.2,21.91,908.63,3.5,2
2025-01-11,Saturday,19,Dinner,Rainy,0,36,7,2,13.7,57.2,22.4,706.93,4.2,0
2025-01-05,Sunday,20,Dinner,Sunny,1,44,8,3,17.6,77.6,15.9,1172.05,4.3,2
2025-01-20,Monday,18,Dinner,Sunny,1,40,5,3,21.3,60.5,18.53,683.16,4.3,2
2025-05-28,Wednesday,19,Dinner,Rainy,0,34,6,2,17.9,68.2,26.51,669.7,4.5,2
2025-05-27,Tuesday,19,Dinner,Rainy,0,25,3,2,22.4,72.3,25.94,417.84,3.7,0
2025-06-13,Friday,19,Dinner,Sunny,1,59,9,2,37.2,91.8,13.47,753.54,2.4,1
2025-03-16,Sunday,12,Lunch,Sunny,0,26,4,2,7.1,75.6,24.98,852.42,3.7,1
2025-04-14,Monday,11,Lunch,Cloudy,0,28,4,2,19.9,81.1,15.75,536.56,3.8,1
2025-03-25,Tuesday,13,Lunch,Sunny,0,32,4,3,22.1,75.9,21.8,849.61,4.0,0
2025-06-08,Sunday,20,Dinner,Sunny,1,47,8,5,27.0,75.9,25.5,1061.48,3.3,3
2025-06-26,Thursday,18,Dinner,Cloudy,0,34,5,3,21.5,91.2,20.29,597.74,4.2,2
2025-01-23,Thursday,19,Dinner,Sunny,0,30,4,2,26.9,72.9,28.17,920.63,3.5,1
2025-01-28,Tuesday,14,Lunch,Cloudy,0,27,5,2,27.5,79.3,17.89,539.16,3.2,1
2025-04-22,Tuesday,19,Dinner,Sunny,0,61,9,4,26.1,78.9,28.38,1633.9,4.0,2
2025-05-15,Thursday,12,Lunch,Rainy,0,32,5,2,23.4,77.1,24.96,621.75,3.4,2
2025-04-12,Saturday,17,Dinner,Rainy,1,51,7,5,20.6,71.0,10.0,502.49,3.5,1
2025-03-28,Friday,14,Lunch,Sunny,1,55,8,3,31.9,81.2,22.84,1151.47,3.1,0
2025-03-27,Thursday,13,Lunch,Sunny,1,31,5,2,18.6,80.7,26.24,951.89,3.6,1
2025-01-20,Monday,21,Dinner,Cloudy,0,31,4,2,16.5,74.0,29.42,890.77,4.0,1
2025-06-12,Thursday,12,Lunch,Cloudy,0,33,4,3,22.0,68.9,28.12,1110.43,3.6,1
2025-05-16,Friday,21,Dinner,Sunny,0,46,7,3,28.6,88.0,28.51,1162.87,3.0,3
2025-02-19,Wednesday,18,Dinner,Sunny,0,50,8,6,23.6,87.7,21.71,1087.64,3.8,3
2025-03-31,Monday,13,Lunch,Rainy,0,8,3,2,16.1,79.5,23.26,271.72,3.6,2
2025-03-02,Sunday,12,Lunch,Cloudy,1,41,6,3,29.0,87.0,18.15,700.37,2.7,2
2025-02-07,Friday,17,Dinner,Sunny,0,44,6,4,26.3,82.6,26.98,1273.45,3.1,4
2025-02-20,Thursday,13,Lunch,Sunny,1,38,6,5,19.2,82.2,24.2,930.49,4.3,0
2025-06-04,Wednesday,13,Lunch,Sunny,1,54,8,5,22.7,75.0,21.01,1102.14,3.6,0
2025-06-17,Tuesday,12,Lunch,Rainy,0,23,4,2,16.0,72.6,22.48,250.0,3.9,1
2025-02-15,Saturday,20,Dinner,Rainy,1,44,8,5,12.8,69.9,30.15,1321.37,4.0,1
2025-04-29,Tuesday,20,Dinner,Sunny,0,47,7,3,21.3,86.7,20.03,962.42,3.8,2
2025-06-24,Tuesday,18,Dinner,Rainy,1,39,7,3,18.7,85.8,25.56,861.82,3.6,0
2025-06-10,Tuesday,18,Dinner,Rainy,0,22,3,2,34.4,81.2,21.13,467.17,2.1,2
2025-02-08,Saturday,20,Dinner,Sunny,1,64,9,5,18.4,66.3,24.19,1546.13,3.3,0
2025-01-18,Saturday,20,Dinner,Sunny,0,49,8,5,22.9,81.6,20.15,787.68,3.3,1
2025-04-24,Thursday,17,Dinner,Cloudy,0,27,4,2,28.9,96.4,30.31,626.1,2.9,1
2025-03-12,Wednesday,11,Lunch,Sunny,1,36,5,2,18.4,83.0,25.51,1054.75,3.4,1
2025-04-01,Tuesday,21,Dinner,Rainy,1,26,4,2,25.0,85.2,20.44,738.58,3.3,4
2025-01-19,Sunday,17,Dinner,Cloudy,0,54,8,3,20.7,78.5,18.75,1075.69,4.0,0
2025-04-29,Tuesday,20,Dinner,Cloudy,1,51,9,2,40.1,93.0,21.84,1064.13,2.2,1
2025-01-10,Friday,11,Lunch,Sunny,0,31,3,2,24.6,75.9,20.47,1043.04,3.6,0
2025-04-05,Saturday,17,Dinner,Cloudy,0,47,8,5,19.5,72.1,26.49,1321.46,3.6,0
2025-01-20,Monday,12,Lunch,Sunny,0,41,7,3,26.4,82.4,19.51,770.17,3.3,0
2025-06-07,Saturday,21,Dinner,Sunny,0,48,8,4,20.3,79.8,24.92,1045.08,3.7,1
2025-04-09,Wednesday,20,Dinner,Cloudy,1,39,6,4,28.8,82.0,20.45,572.43,3.0,3
2025-05-29,Thursday,21,Dinner,Sunny,0,48,7,4,18.9,68.1,14.74,890.79,3.6,0
2025-01-11,Saturday,20,Dinner,Sunny,0,46,7,3,25.1,85.2,29.75,1264.98,3.6,1
2025-05-27,Tuesday,14,Lunch,Sunny,1,50,7,4,30.8,81.0,20.21,950.33,3.0,1
2025-03-24,Monday,20,Dinner,Sunny,0,24,4,2,17.8,74.3,19.43,461.19,3.7,3
2025-05-09,Friday,13,Lunch,Sunny,0,39,7,3,24.0,86.5,23.06,992.35,3.2,0
2025-01-16,Thursday,20,Dinner,Cloudy,0,43,8,2,21.3,72.7,29.17,1041.33,3.6,2
2025-01-27,Monday,18,Dinner,Sunny,0,33,5,2,22.6,71.6,16.66,644.43,3.7,1
2025-01-22,Wednesday,21,Dinner,Sunny,1,36,6,2,28.8,71.8,20.7,769.37,3.7,3
2025-06-15,Sunday,13,Lunch,Rainy,1,45,7,3,25.7,75.2,22.12,1050.62,3.2,3
2025-01-11,Saturday,14,Lunch,Sunny,1,46,5,5,24.7,89.4,16.95,797.94,2.7,2
2025-04-23,Wednesday,20,Dinner,Cloudy,0,37,6,4,18.8,78.4,23.84,875.32,3.6,0
2025-05-15,Thursday,21,Dinner,Sunny,1,46,8,4,33.6,76.9,19.72,919.83,2.6,3
2025-06-06,Friday,13,Lunch,Rainy,1,61,9,3,23.6,78.3,23.23,1454.24,3.3,3
2025-04-04,Friday,18,Dinner,Sunny,0,45,8,2,33.2,94.4,16.15,782.46,2.6,2
2025-03-14,Friday,19,Dinner,Sunny,1,49,8,5,17.6,82.1,19.93,1129.35,3.3,0
2025-04-15,Tuesday,18,Dinner,Cloudy,0,31,5,2,26.0,85.5,20.13,809.04,4.2,3
2025-06-23,Monday,11,Lunch,Rainy,1,27,6,2,15.7,66.8,26.59,590.41,4.0,3
2025-06-11,Wednesday,18,Dinner,Sunny,0,33,5,2,16.0,65.5,22.84,893.63,4.6,0
2025-01-17,Friday,18,Dinner,Sunny,0,34,5,4,14.4,61.4,24.08,991.14,3.4,2
2025-01-25,Saturday,21,Dinner,Sunny,0,43,7,3,35.1,83.6,20.8,913.05,3.0,1
2025-06-23,Monday,19,Dinner,Cloudy,1,45,9,5,13.0,59.3,22.82,993.19,3.9,1
2025-03-14,Friday,17,Dinner,Cloudy,0,36,4,4,26.2,70.0,24.04,866.15,3.1,1
2025-06-18,Wednesday,13,Lunch,Sunny,0,8,3,2,5.5,66.8,23.4,250.0,4.9,1
2025-03-27,Thursday,12,Lunch,Sunny,0,20,3,2,21.2,76.0,23.11,473.87,3.9,2
2025-05-30,Friday,13,Lunch,Sunny,0,51,9,4,21.5,80.2,21.62,1136.67,3.3,0
2025-03-31,Monday,17,Dinner,Sunny,0,47,6,5,30.0,77.7,29.6,1537.58,2.9,2
2025-06-17,Tuesday,19,Dinner,Sunny,1,18,3,2,11.6,59.8,20.63,444.05,4.1,0
2025-02-03,Monday,12,Lunch,Cloudy,0,40,6,2,29.6,88.7,23.92,962.85,2.3,1
2025-03-21,Friday,21,Dinner,Cloudy,0,33,6,3,15.5,71.1,17.42,565.09,4.1,1
2025-04-07,Monday,18,Dinner,Cloudy,0,41,7,3,16.1,73.7,24.41,1219.96,3.9,0
2025-02-02,Sunday,21,Dinner,Cloudy,0,47,6,5,22.0,81.5,21.01,1125.93,3.7,0
2025-01-24,Friday,19,Dinner,Sunny,0,50,7,3,26.5,93.1,22.2,1286.86,2.7,0
2025-05-11,Sunday,18,Dinner,Cloudy,0,30,6,3,17.9,74.7,20.8,411.09,3.5,2
2025-01-05,Sunday,18,Dinner,Cloudy,0,32,5,2,37.2,63.2,20.13,742.26,2.2,2
2025-03-21,Friday,13,Lunch,Cloudy,1,61,10,4,31.0,86.2,14.61,920.16,3.3,1
2025-02-24,Monday,18,Dinner,Rainy,0,38,6,3,17.8,71.0,27.98,1055.51,4.0,0
2025-05-05,Monday,14,Lunch,Sunny,1,41,8,2,25.4,67.5,22.62,1019.28,2.9,1
2025-02-27,Thursday,13,Lunch,Cloudy,1,37,5,2,25.2,78.4,24.29,812.78,3.7,0
2025-02-09,Sunday,12,Lunch,Sunny,0,18,3,2,17.7,67.5,19.74,287.02,3.7,1
2025-03-17,Monday,12,Lunch,Cloudy,1,33,4,2,32.4,80.1,16.43,506.4,2.6,1
2025-05-10,Saturday,21,Dinner,Cloudy,0,47,7,3,27.2,76.2,20.72,1062.59,2.8,0
2025-05-15,Thursday,11,Lunch,Rainy,1,34,7,3,22.5,82.0,14.69,438.94,3.8,1
2025-06-19,Thursday,18,Dinner,Cloudy,1,31,3,2,28.8,77.6,21.11,803.5,3.0,1
2025-06-08,Sunday,13,Lunch,Sunny,0,34,5,2,21.9,79.4,19.61,599.09,4.3,1
2025-06-02,Monday,19,Dinner,Sunny,0,43,7,3,19.2,69.9,23.9,900.76,4.2,2
2025-02-09,Sunday,13,Lunch,Sunny,1,56,9,6,34.5,87.4,25.59,1552.42,2.7,3
2025-02-16,Sunday,13,Lunch,Cloudy,0,37,4,4,23.8,75.1,19.66,692.23,3.7,0
2025-04-23,Wednesday,11,Lunch,Sunny,0,40,7,3,15.6,87.0,19.97,778.91,4.7,1
2025-04-16,Wednesday,18,Dinner,Sunny,0,14,3,2,30.0,74.7,21.73,385.31,3.2,1
2025-06-23,Monday,14,Lunch,Sunny,0,32,6,3,17.7,67.7,20.23,456.3,3.9,1
2025-04-24,Thursday,17,Dinner,Sunny,0,43,8,3,25.3,73.0,21.56,1117.92,3.1,3
2025-04-25,Friday,14,Lunch,Sunny,0,59,10,3,22.4,84.5,20.73,1096.1,2.8,0
2025-05-17,Saturday,14,Lunch,Cloudy,0,41,8,3,24.6,67.8,27.78,1334.15,2.6,2
2025-03-21,Friday,20,Dinner,Sunny,0,37,6,2,22.8,75.4,19.7,881.09,3.8,0
2025-02-19,Wednesday,18,Dinner,Cloudy,1,51,7,3,33.9,76.8,23.55,1470.23,3.1,4
2025-06-23,Monday,20,Dinner,Rainy,1,44,7,2,28.5,75.5,17.76,759.95,3.2,2
2025-04-29,Tuesday,17,Dinner,Sunny,0,41,8,3,20.2,75.0,23.5,839.26,3.7,6
2025-04-08,Tuesday,21,Dinner,Sunny,0,45,6,3,20.8,65.0,22.25,1113.19,3.7,2
2025-05-16,Friday,19,Dinner,Sunny,0,42,7,3,20.7,73.9,18.53,926.44,3.8,2
2025-02-11,Tuesday,14,Lunch,Sunny,0,22,5,3,21.9,95.3,26.08,547.96,3.7,1
2025-06-04,Wednesday,13,Lunch,Cloudy,0,29,3,2,24.9,80.3,23.31,976.77,3.3,1
2025-03-06,Thursday,11,Lunch,Sunny,0,34,6,2,18.0,79.7,20.81,692.16,4.0,3
2025-06-14,Saturday,20,Dinner,Sunny,0,46,7,3,26.8,79.4,14.9,447.14,3.5,1
2025-04-06,Sunday,21,Dinner,Sunny,0,36,5,2,27.4,72.0,23.17,663.19,3.2,2
2025-01-27,Monday,21,Dinner,Cloudy,0,26,4,2,20.5,67.8,15.67,560.11,3.1,2
2025-02-01,Saturday,17,Dinner,Sunny,1,38,8,2,15.7,75.8,22.2,857.61,4.3,1
2025-01-22,Wednesday,13,Lunch,Sunny,1,40,6,5,17.8,66.7,20.53,901.07,2.8,1
2025-03-11,Tuesday,20,Dinner,Sunny,0,47,8,3,27.1,97.3,18.78,965.98,4.0,0
2025-05-12,Monday,13,Lunch,Cloudy,1,36,8,2,15.6,76.2,30.3,1050.93,4.4,1
2025-04-22,Tuesday,12,Lunch,Rainy,0,29,5,3,27.5,84.0,24.17,733.05,3.4,1
2025-02-26,Wednesday,20,Dinner,Rainy,0,30,6,2,21.4,72.3,21.76,713.18,3.8,1
2025-03-31,Monday,11,Lunch,Sunny,0,33,6,3,27.7,80.0,14.75,551.3,3.7,1
2025-04-17,Thursday,11,Lunch,Sunny,0,44,8,2,18.5,67.3,17.04,771.72,4.2,1
2025-04-12,Saturday,21,Dinner,Sunny,1,51,8,4,34.7,75.2,22.73,1160.15,2.2,2
2025-04-06,Sunday,14,Lunch,Sunny,0,44,6,4,18.5,76.3,22.09,1064.34,3.8,0
2025-04-09,Wednesday,12,Lunch,Rainy,0,28,5,2,25.8,83.7,21.29,577.41,3.2,0
2025-04-06,Sunday,14,Lunch,Cloudy,1,48,8,2,37.2,95.3,24.94,1361.01,2.2,4
2025-01-08,Wednesday,18,Dinner,Sunny,0,38,5,2,20.6,66.2,19.48,714.1,3.7,1
2025-01-26,Sunday,18,Dinner,Cloudy,1,40,8,2,31.4,76.1,23.23,931.4,2.8,4
2025-02-07,Friday,13,Lunch,Cloudy,0,53,8,3,20.9,77.0,23.86,1506.9,4.2,3
2025-01-10,Friday,17,Dinner,Rainy,0,46,7,4,24.7,87.7,24.79,1134.66,3.4,0
2025-05-01,Thursday,13,Lunch,Sunny,1,45,7,2,32.6,80.3,16.94,462.04,2.3,1
2025-05-01,Thursday,20,Dinner,Cloudy,0,25,4,2,23.1,66.7,22.46,432.43,3.7,1
2025-06-07,Saturday,11,Lunch,Rainy,0,65,10,5,23.3,73.1,23.98,1372.32,3.1,1
2025-01-21,Tuesday,11,Lunch,Cloudy,0,41,6,3,25.0,75.5,23.57,1052.67,3.7,1
